Date,AAPL,AFL,AMZN,AXP,CAT,CINF,CTAS,CVS,ECL,FAST,GL,HD,IBM,LH,LRCX,MAS,MCD,MMM,NTRS,PEP,PPG,TXT,UNP,VAR,WMT
03/01/2000,3.470226,5.379488,89.375,34.386623,11.954136,13.764668,27.019138,13.948238,14.162155,1.864844,8.742205,43.838951,75.62159,9.0625,34.180763,13.041507,23.817707,26.346825,34.399174,22.473984,11.431423,24.234592,4.378635,6.302719,46.400093
04/01/2000,3.17765,5.236737,81.9375,33.08823,11.800486,13.750579,25.920277,13.832964,13.786381,1.757732,8.568523,41.52721,73.054688,8.75,32.697948,12.717899,23.329338,25.299936,32.162697,21.902601,11.038467,23.830359,4.372283,6.261614,44.663891
05/01/2000,3.224152,5.206684,69.75,32.364822,12.077062,13.891465,26.211151,14.593783,14.326563,1.831887,8.631511,42.367844,75.62159,8.75,32.222687,12.203245,23.705008,26.032759,32.886887,21.369314,11.455236,23.264408,4.372283,6.477414,43.752392
06/01/2000,2.945139,5.311871,65.5625,33.0242,12.691669,13.976,26.356592,13.556309,14.96069,1.831887,8.612072,40.350327,74.317757,8.59375,31.99456,12.333419,23.366909,28.126556,33.568478,22.321609,12.002997,22.961222,4.639195,6.494541,44.229843
07/01/2000,3.084645,5.417055,69.5625,33.505013,13.106524,14.257775,27.681692,13.879079,14.96069,1.82914,8.787035,42.70409,73.991837,8.90625,32.469818,12.789003,23.967987,28.6849,33.994476,22.931068,12.217337,23.527159,4.607419,6.535645,47.572033
10/01/2000,3.030393,5.093987,69.1875,33.972057,12.676294,13.863285,28.311924,13.856018,15.266018,1.78245,8.67039,42.493935,76.925415,8.75,34.14275,12.431041,24.080692,28.545319,33.142494,22.473984,11.836291,23.810133,4.715456,6.604153,46.703941
11/01/2000,2.875386,4.988799,66.75,34.288025,12.476552,13.750579,26.663631,13.902126,15.101601,1.796182,8.650951,41.401108,77.577324,8.4375,33.724503,12.170705,24.644194,28.056755,32.546108,22.397804,11.788654,23.628231,4.753586,6.467137,46.009457
12/01/2000,2.70294,4.906155,63.5625,34.109451,12.691669,13.863285,25.920277,13.879079,14.819777,1.761852,8.612072,41.064869,77.903282,8.4375,34.67503,11.975456,25.696091,28.126556,34.037083,22.131149,11.967277,23.183556,4.658258,6.57675,45.184742
13/01/2000,2.999391,5.018852,65.9375,34.288025,12.829952,14.032358,28.085684,13.602417,14.702339,2.032377,8.689833,41.779404,77.088409,8.90625,34.598995,11.942913,25.433115,28.126556,37.359863,21.902601,12.264966,22.273998,4.740876,6.700064,45.228157
14/01/2000,3.113708,5.161606,64.25,35.057301,12.768493,13.694222,28.214962,13.233541,14.819777,1.974702,8.51487,41.65332,77.984772,8.90625,39.465664,12.040534,25.611557,27.725233,37.402447,22.054968,12.002997,22.273998,4.68368,7.0152,44.794106
18/01/2000,3.222214,4.808483,64.125,33.312664,12.432402,13.299738,28.602798,13.279644,14.443992,1.95273,8.009418,40.686569,75.458626,8.75,39.446651,12.105622,24.944742,27.114553,37.871056,22.093061,11.717216,21.708059,4.512094,7.179619,45.531986
19/01/2000,3.303592,4.522979,66.8125,32.735718,12.276803,13.468809,26.889866,13.21048,14.256106,2.103786,7.581728,41.611267,77.903282,8.75,41.480778,12.203245,25.470682,27.585648,38.978642,22.207335,11.490965,20.454893,4.435833,7.179619,44.490284
20/01/2000,3.518665,4.891128,64.75,33.278339,11.732202,13.046143,26.502026,12.47828,14.209133,2.144982,7.348444,40.896736,77.577324,8.59375,43.514885,11.780197,25.583384,26.556206,36.763454,22.016882,11.026567,18.716625,4.270603,7.316634,44.012806
21/01/2000,3.450849,4.658217,62.0625,33.340153,11.79444,13.553341,25.467804,12.767399,13.927295,2.151848,7.251244,40.350327,79.207123,8.59375,42.260201,11.747661,24.681763,26.503878,37.530251,22.016882,11.169454,19.52512,4.448544,7.398844,43.361748
24/01/2000,3.293904,4.605623,70.125,33.40884,11.280963,13.398361,25.370842,12.744268,13.668946,2.024138,7.309566,39.005318,79.207123,8.4375,40.910461,10.380897,23.742579,25.893183,36.42268,21.521694,11.050379,19.686821,4.315087,7.289231,41.234879
25/01/2000,3.479914,4.800968,69.25,34.810028,10.860843,13.327915,24.433575,12.582365,13.387115,2.068082,7.251244,37.744358,77.658783,8.28125,41.937012,10.218189,23.930418,25.509317,37.317261,20.912231,10.776497,19.484699,4.162565,7.083708,42.450222
26/01/2000,3.415973,5.041393,64.8125,35.11227,11.187605,13.666043,24.659817,12.605492,13.598493,2.158714,7.367887,38.584999,76.110542,8.28125,39.237541,10.250726,21.488539,26.887724,38.850849,20.68368,10.94321,19.484699,4.251535,7.111111,43.014515
27/01/2000,3.41016,4.951235,66.9375,35.812851,11.094246,13.130676,24.595175,12.3742,13.551521,2.164207,7.426206,39.173447,73.991837,8.125,39.389629,10.706314,22.615564,26.870281,37.913643,20.607496,11.074193,19.646399,4.092658,8.33055,41.06126
28/01/2000,3.150523,5.048906,61.6875,34.782547,10.829722,12.454417,23.205431,12.883043,12.964364,2.061216,7.154044,37.408104,72.728729,8.4375,37.678684,10.218189,22.089624,25.753592,36.806053,20.264673,10.800314,19.080458,4.130791,8.522372,38.283329
31/01/2000,3.216401,5.221712,64.5625,36.211235,10.565205,12.961612,24.223499,12.929302,13.222713,1.922519,7.834459,38.08062,73.176918,8.28125,37.982849,10.380897,22.465294,26.137444,41.151211,20.797956,10.490714,19.302784,4.092658,8.357953,38.022915
01/02/2000,3.107896,5.326897,67.4375,37.145348,10.751926,13.102504,24.045742,12.975556,13.175745,1.985687,6.998521,41.695324,71.710129,8.28125,39.959934,10.543602,22.014484,26.277027,41.321613,20.721762,10.681239,19.403849,4.099015,8.262042,40.757427
02/02/2000,3.063332,5.334408,69.4375,36.087578,10.814162,12.848899,24.971783,13.600058,12.79996,2.102412,7.212368,40.85471,73.991837,8.4375,41.746914,10.413441,21.338272,25.823383,40.150124,20.11231,10.490714,19.949585,3.94014,8.467566,40.540405
03/02/2000,3.202839,5.402029,84.1875,35.79911,10.534089,13.299738,25.329449,13.970118,13.058307,2.131249,7.231804,40.686569,76.354958,8.59375,42.640411,10.02293,21.037729,25.59656,38.893433,20.1504,10.431177,19.949585,3.997332,8.988225,40.540405
04/02/2000,3.348157,5.281818,78.5625,35.483147,10.534089,13.468809,25.68712,13.50753,13.199224,2.161461,7.173485,41.106892,75.377144,8.4375,41.689892,9.632429,21.112871,24.863733,39.660248,19.95994,10.30019,19.96979,4.099015,8.906015,39.108032
07/02/2000,3.536104,5.139065,75,35.702946,10.269566,12.989788,23.606136,13.484406,13.12877,2.155968,7.173485,39.677834,74.399261,9.53125,42.279198,9.762597,21.000156,24.462425,40.384422,19.731386,9.966771,19.76767,4.035464,9.234853,38.717384
08/02/2000,3.561293,5.041393,83.125,35.826595,10.207324,12.961612,22.695707,14.80278,12.846935,2.155968,6.920758,41.022827,77.536613,10.3125,42.241188,9.534804,21.826645,24.479866,40.490936,20.302761,9.883422,19.888947,3.94014,9.508884,41.321697
09/02/2000,3.491539,4.966259,80.25,34.411667,9.740526,13.201117,22.142948,14.432711,12.424178,2.103786,6.668035,39.509682,76.598511,10,41.613842,9.307012,21.563673,24.462425,39.021217,20.721762,9.716713,19.76767,3.959203,9.043032,40.149761
10/02/2000,3.518665,4.958746,76.1875,33.958317,9.476009,13.060233,20.939878,15.034072,12.447665,2.068082,6.512512,40.056107,77.740547,9.6875,43.781033,9.014129,21.338272,24.008772,39.06385,21.102684,9.621448,19.707033,3.768552,8.947121,39.585476
11/02/2000,3.371409,4.793456,76.1875,33.738525,8.962532,13.017963,20.19203,14.664001,12.212805,2.043364,6.531955,40.392357,75.293312,9.6875,42.640411,8.981589,21.000156,23.153805,38.062756,20.950315,9.264215,19.363426,3.736776,8.85121,38.934418
14/02/2000,3.590356,4.695784,74.4375,33.848434,9.616047,12.947521,20.728529,14.756516,12.212805,2.065336,6.376429,40.560486,75.741982,9.84375,43.914101,9.697517,20.361517,23.136345,37.572876,20.759859,9.645265,19.302784,3.863877,9.015628,40.887646
15/02/2000,3.689174,4.732127,73.8125,34.974888,9.958364,13.609692,21.200001,14.571483,12.541613,2.018645,6.493074,40.182178,76.435341,10,43.49588,10.218189,20.286383,24.881187,39.958424,20.836048,10.002496,19.52512,3.946493,8.892314,40.27998
16/02/2000,3.538042,4.694269,70.6875,33.814091,9.756087,13.694222,20.517181,14.363323,12.306748,1.966462,6.454193,38.500935,75.53804,9.84375,43.229736,10.413441,20.06098,24.654358,39.191635,20.721762,10.062037,19.282579,3.800326,9.111539,36.633957
17/02/2000,3.561293,4.580699,69,32.515923,9.631612,13.863285,21.102453,14.155153,12.283262,1.971956,6.29867,36.651535,76.190643,9.84375,44.408379,10.7714,20.286383,25.020771,40.128826,20.912231,10.156343,19.181513,3.851168,9.20745,33.595573
18/02/2000,3.448912,4.565554,64.75,30.386656,9.382652,13.835113,19.444172,13.738826,11.672625,1.941745,6.182026,36.147167,73.417107,9.84375,42.108116,10.315814,19.535034,24.444979,39.915829,20.874138,9.878255,19.221933,3.838455,9.001926,33.16153
22/02/2000,3.528353,4.512555,63.5625,30.578974,9.538249,13.778757,18.956446,14.132034,11.907487,1.862097,6.259788,36.063103,72.438194,9.84375,42.260201,9.860227,19.422331,25.160347,38.765644,21.140781,10.180526,19.242161,3.946493,8.796403,33.421963
23/02/2000,3.60392,4.436842,70.4375,30.359182,9.413769,13.919643,18.923933,14.386464,11.69611,1.913774,6.104265,36.861698,70.969841,9.53125,44.598484,9.762597,19.610176,26.107065,39.234234,20.836048,10.325612,19.343212,3.997332,8.68679,32.640671
24/02/2000,3.571465,4.315699,68.4375,28.573343,9.024768,13.609692,19.866875,13.692571,10.944554,1.854613,6.045945,35.684822,72.111893,9.375,43.49588,9.730057,18.858828,25.735874,38.467449,20.721762,9.721075,19.52512,3.787615,8.618283,33.248344
25/02/2000,3.421786,4.247557,69.125,27.419428,8.962532,13.412445,19.980679,13.600058,10.944554,1.84911,6.026505,35.642776,70.480423,9.375,41.822952,9.59989,18.633423,24.251102,37.956238,19.95994,9.491349,19.262367,3.806682,8.659388,30.904463
28/02/2000,3.510915,4.4747,65.75,29.150303,8.85361,13.496984,20.126997,13.276245,10.756662,1.843607,6.007065,38.206722,68.196335,9.0625,41.994057,9.404635,18.708553,24.445545,39.362038,20.264673,9.491349,19.707033,3.914718,8.549775,32.076393
29/02/2000,3.553542,4.429271,68.875,29.493753,8.729132,13.468809,20.777298,12.952429,10.615746,1.945417,6.162586,38.669064,67.054291,10,47.488068,9.307012,19.08423,24.940466,38.510056,19.579018,9.551803,19.727243,3.863877,8.755299,33.856022
01/03/2000,4.039878,4.4747,65.875,29.782217,8.682452,13.694222,21.200001,12.3742,10.850613,2.00045,6.29867,37.408104,65.422813,10.15625,45.853161,9.469722,18.783682,24.357161,38.424843,19.845663,9.346256,19.120878,3.889297,8.714193,34.02964
02/03/2000,3.782178,4.391412,62.5625,29.356377,8.573534,14.314131,21.102453,11.333375,10.803633,1.871122,6.123707,37.07185,67.299004,10.625,45.720093,9.437177,18.558281,24.339491,38.467449,19.236197,9.116527,18.635778,3.844813,8.700492,35.114758
03/03/2000,3.968187,4.436842,62.5,29.342628,9.055888,14.342306,21.460125,11.263988,11.531706,1.953672,6.240351,36.651535,70.480423,10.46875,46.176346,9.176845,19.422331,25.311642,38.850849,19.274294,9.491349,19.080458,4.003688,9.084136,36.547131
06/03/2000,3.896495,4.383841,63.9375,28.408506,9.133691,13.243385,21.102453,11.443242,10.709691,1.906894,6.104265,36.23122,67.258224,11.09375,46.043278,9.079214,18.971523,24.675346,38.510056,18.893377,9.285801,18.655991,3.838455,9.262257,35.071369
07/03/2000,3.809304,4.217272,63.5,27.776587,8.417934,12.651666,20.80982,10.361946,10.662716,1.807835,5.909862,35.248623,67.217461,10.78125,46.233379,9.437177,17.957203,23.402674,38.29705,18.664825,8.995619,18.211321,3.660516,8.823806,33.031326
08/03/2000,3.782178,4.224841,63.625,26.979828,8.698013,12.031757,20.826078,11.518411,10.944554,1.810586,5.968185,35.332775,69.338348,10.625,44.674522,9.892763,18.483152,23.349648,36.809299,18.67095,8.910981,18.280842,3.692291,9.358168,33.552185
09/03/2000,3.789928,4.270268,68.8125,26.979828,8.775812,12.679836,21.265034,11.819095,11.367309,1.807835,6.026505,37.225571,70.480423,10.9375,48.400566,9.502263,19.234503,22.890078,36.168777,19.206589,8.814255,17.626501,3.654161,10.029544,33.986229
10/03/2000,3.898431,4.255128,66.875,27.845276,8.884735,12.116289,21.606443,11.28712,11.414276,1.673004,5.948747,36.005756,68.685791,10,49.408112,9.567348,19.08423,23.049166,35.741753,18.823992,9.031891,17.197075,3.565189,9.6459,33.291744
13/03/2000,3.760865,4.16427,65.3125,27.81781,8.869169,12.341709,20.972395,11.425898,11.202901,1.661997,5.929301,35.669262,70.276489,10.46875,46.993797,9.827682,19.497471,22.342142,37.279007,19.053549,8.886801,17.237982,3.667943,9.454078,33.118118
14/03/2000,3.541917,4.338413,65.625,28.229921,8.915854,12.271265,20.582211,11.379634,11.578681,1.571193,5.929301,35.206581,70.888313,10.46875,43.571918,9.632429,18.332882,22.377485,37.022808,18.78573,8.898894,16.849449,3.667943,9.399272,33.16153
15/03/2000,3.60392,4.978197,63.75,29.205259,9.522692,12.961612,23.313501,12.073517,12.236291,1.73354,6.220909,38.361294,69.827827,10.3125,40.492233,10.055476,19.535034,23.331972,38.730904,20.316133,9.708983,17.933216,3.88906,9.20745,35.810825
16/03/2000,3.768615,5.330266,66.25,31.595535,10.129527,14.511371,28.288343,13.438148,13.011342,1.939914,7.037402,41.389809,71.133026,10.625,40.796391,11.259532,20.474224,24.905119,45.52055,20.851774,10.216803,19.405506,4.142694,9.837722,37.983818
17/03/2000,3.875183,5.065267,64.8125,31.568056,9.865008,13.976,26.630064,13.3225,13.031202,1.923404,6.979079,42.525517,71.785606,10.46875,44.712543,11.454785,20.323952,24.286467,43.257324,20.201365,9.684804,19.630438,4.188218,9.892529,38.766109
20/03/2000,3.81318,5.004696,64.1875,31.210892,9.58493,14.398667,25.020552,12.952429,12.912957,1.893136,7.017961,42.819939,73.580246,10.3125,44.541443,11.682574,20.774755,24.604631,41.036812,20.354397,9.878255,19.753126,3.980109,9.865125,38.331501
21/03/2000,4.183258,5.254552,72.375,32.062603,9.91169,14.680434,27.36166,13.761959,13.244055,2.019711,7.309566,42.735825,74.06971,10.3125,44.256283,11.617494,21.188002,25.576796,46.011604,21.004818,10.095889,19.609995,4.162206,9.851423,39.374538
22/03/2000,4.470023,5.345409,70.6875,32.474705,9.693851,14.539856,27.215336,13.738826,13.007553,2.074745,7.212368,42.44138,74.559158,10.15625,46.366447,11.324615,21.188002,24.321821,50.089703,20.507429,9.636434,19.589542,4.019129,9.947334,38.505348
23/03/2000,4.380893,5.443837,67.6875,34.288025,9.849449,14.7666,27.36166,13.484406,12.818353,2.019711,7.387327,43.156441,75.211731,9.6875,47.621155,11.845284,21.150423,24.604631,49.235638,20.507429,9.745255,20.162092,4.025631,10.043245,37.549248
24/03/2000,4.299515,5.564979,72.6875,34.205593,9.833894,15.418477,28.727304,13.299372,13.078506,2.074745,7.426206,43.324696,78.719421,9.84375,49.503185,12.073078,20.925032,25.700521,45.862167,20.163097,9.781531,19.4464,3.967102,10.358381,38.592262
27/03/2000,4.326641,5.315122,73.125,33.079155,9.724965,14.568207,28.434666,12.628619,13.078506,1.981189,7.154044,43.324696,82.798172,9.84375,48.362556,11.731388,20.887465,25.064207,42.830318,19.809187,9.575977,18.93519,4.025631,10.317277,38.548794
28/03/2000,4.313079,5.29241,70.125,33.518738,9.538249,14.964995,28.142029,12.651746,13.102158,2.052732,7.037402,43.072323,79.943069,10,45.510971,11.454785,21.112871,25.134905,45.008121,19.895275,9.624348,19.098783,3.869549,10.098052,37.896919
29/03/2000,4.214261,5.421123,66.25,33.32642,9.709405,15.184653,27.166565,13.484406,13.22041,2.060987,7.076282,46.10083,77.658997,9.6875,41.347698,11.292073,22.12719,24.781382,44.623787,20.354397,9.84198,19.119223,3.941087,10.08435,40.852169
30/03/2000,3.898431,5.390838,66.5,32.749462,10.145085,15.956993,28.142029,13.738826,13.811654,2.063738,7.290128,45.091328,80.106194,9.53125,41.575817,11.324615,22.615564,25.170256,44.06868,21.999577,10.277252,19.630438,3.869549,9.755512,41.026016
31/03/2000,4.210384,5.519552,67,32.735718,9.81833,17.062366,30.580679,13.90073,13.882608,2.107765,7.192924,43.408829,77.251106,10.625,41.119568,10.673772,22.465294,25.04652,46.161095,21.349157,10.120071,19.916716,4.071157,10.002141,39.287613
03/04/2000,4.132881,5.693694,63.5625,34.178127,10.425168,17.657568,30.483133,14.31706,14.071803,1.989443,7.367887,45.764332,79.616753,10.46875,35.587543,11.715121,23.141506,25.983332,48.082691,22.11437,10.253076,20.939138,4.032138,9.659601,42.5471
04/04/2000,3.946874,5.640695,63.9375,32.309868,10.814162,17.700081,31.507362,15.172847,13.977206,2.003203,7.251244,43.49295,79.08654,10.46875,37.355499,11.454785,23.16029,26.28381,46.524052,22.305662,10.410253,21.061817,4.025631,9.673303,41.721359
05/04/2000,4.041815,5.564979,62.1875,31.760386,10.565205,18.11105,29.910053,15.034072,14.284664,1.975685,7.393226,43.072323,81.574562,10.46875,42.203167,11.7228,23.179064,25.771225,45.392437,22.496969,10.192618,20.284781,4.266261,9.659601,40.504494
06/04/2000,3.880994,5.602838,64.25,30.991095,10.534089,18.11105,29.361357,14.363323,14.331958,2.041725,7.432447,44.376289,80.106194,10.9375,45.396923,11.526333,22.239889,26.407558,47.057827,22.535221,10.216803,20.284781,4.292276,10.056947,42.503639
07/04/2000,4.084443,5.51198,67.5625,30.565239,10.300688,18.139395,30.385588,14.363323,14.166409,2.127027,7.393226,43.156441,80.350929,11.09375,50.700829,11.428092,22.239889,25.912628,45.734066,22.037836,10.071706,19.937162,4.240247,10.5228,42.764397
10/04/2000,3.875183,5.580121,63.375,31.471893,10.316252,18.281101,28.971167,14.31706,14.331958,2.223334,7.491281,44.881031,79.698372,11.09375,44.940678,11.329853,21.86421,26.230787,45.819462,22.190889,10.047526,19.99851,4.331296,10.152858,44.198566
11/04/2000,3.702736,5.701264,63.375,31.911493,10.471846,18.281101,29.458897,15.33475,14.473863,2.243971,7.491281,45.343716,77.903702,11.25,45.168793,11.952018,22.653126,26.990845,46.86565,22.688261,10.458617,19.957611,4.487379,9.919931,44.068172
12/04/2000,3.386909,5.708839,56.375,33.134094,10.814162,18.11105,29.55644,16.236795,14.521163,2.487493,7.530502,44.418339,74.232849,11.09375,43.343788,12.901628,21.826645,26.761076,45.648655,22.803049,11.051074,20.898237,4.558916,9.714408,43.416309
13/04/2000,3.528353,5.693694,48,32.090084,10.456283,18.429901,29.849079,16.421837,14.355606,2.559036,7.491281,42.062824,72.193481,10.9375,39.180508,12.672414,20.511787,26.796419,43.257324,22.305662,10.845527,20.346123,4.454862,9.221151,41.764824
14/04/2000,3.468288,5.580121,46.875,29.452536,10.082847,17.629225,26.337427,15.542913,13.858954,2.559036,7.020625,40.548561,68.522636,10.46875,33.306274,12.27947,20.173679,25.682858,39.499542,22.305662,10.289344,19.425959,4.272764,8.741597,38.244579
17/04/2000,3.840306,5.527121,47.0625,29.452536,10.19177,18.146473,31.117176,15.519785,13.764353,2.545277,7.020625,38.529541,73.009254,10.15625,39.123482,11.919271,20.248825,25.417707,40.18277,22.420437,10.301438,19.589542,4.142694,8.933418,37.549248
18/04/2000,3.93331,5.519552,54.9375,30.757568,10.020606,18.366133,29.361357,15.982372,13.456904,2.476486,7.197123,39.539032,72.764526,11.09375,44.598484,11.657308,19.535034,25.417707,47.826469,21.999577,9.902435,19.160128,4.214235,9.317062,37.462299
19/04/2000,3.755052,5.405979,53.4375,30.661402,9.520841,17.912643,28.288343,16.098019,13.480549,2.388433,6.96179,39.539032,68.522636,12.1875,38.838318,11.821032,19.87314,25.576796,44.452984,21.616985,9.793619,18.976097,4.194723,9.180047,38.201115
20/04/2000,3.685298,5.761836,52.375,31.617134,9.615733,18.196077,29.55644,16.256723,13.858954,2.36642,7.09907,39.45491,67.870033,12.1875,39.066444,11.7228,21.52611,26.089382,44.751907,22.764784,10.253076,19.241917,4.298777,8.878613,40.113354
24/04/2000,3.735676,5.867835,49.8125,33.178631,9.868779,18.46534,30.336805,16.326294,14.355606,2.553533,7.491281,40.085857,69.501503,12.03125,36.500034,11.755548,23.442051,27.538795,44.196777,23.185642,10.50698,20.080307,4.376821,9.193748,40.939095
25/04/2000,3.977876,5.913261,52.4375,34.933609,10.153454,19.046356,32.873005,17.346682,14.592113,2.537022,7.84427,39.707294,73.417107,13.75,37.868786,11.526333,23.291769,26.53129,44.879997,22.917822,10.821342,20.959589,4.558916,9.330764,41.504059
26/04/2000,3.760865,6.079833,53.5,34.187408,10.058561,18.564529,29.361357,16.650967,14.71036,2.429708,7.569726,40.716797,72.111893,14.53125,35.644573,11.788294,23.366909,25.152569,45.264347,23.109137,10.519075,20.611959,4.728004,9.371869,40.852169
27/04/2000,3.929436,5.875407,52.875,34.270306,10.153454,17.94099,31.214724,16.419054,14.757655,2.526017,7.354006,39.581108,72.193481,14.53125,40.834412,12.01751,23.329338,24.72835,44.154087,22.917822,10.398158,20.468821,4.461362,8.878613,40.113354
28/04/2000,3.84612,5.913261,55.1875,33.054272,9.979486,18.281101,30.922083,16.14076,14.781312,2.572795,7.863885,38.024784,72.764526,14.84375,41.860981,11.755548,22.878534,24.498573,43.812443,22.458698,10.519075,20.264345,4.383323,8.769,38.505348
01/05/2000,3.853868,5.852692,59.9375,33.468826,9.82133,18.84796,31.019632,16.210344,15.207007,2.7489,8.040381,37.772392,73.090828,15.625,40.264091,11.85378,23.366909,24.586948,44.709202,22.650003,10.543254,20.7551,4.467866,9.495183,40.287197
02/05/2000,3.654297,5.799695,56.125,32.736427,10.026934,19.443159,29.215036,16.650967,15.159708,2.762657,7.765828,38.235107,72.682945,15.3125,38.610191,11.919271,23.554743,24.586948,44.239491,22.956089,10.519075,20.652861,4.344303,9.262257,40.069893
03/05/2000,3.567106,5.549838,54.125,31.396019,9.837149,17.969339,28.922398,15.421856,15.088761,2.787422,7.589334,36.342262,70.561996,15.78125,35.587543,11.23981,22.427719,24.268787,44.111374,22.994345,10.180526,20.325687,4.318289,9.111539,37.158104
04/05/2000,3.431474,5.519552,55.0625,32.004028,9.599918,17.969339,29.751535,15.421856,15.088761,2.86722,7.510889,35.332775,70.235695,15.734375,35.017223,10.838682,21.488539,24.162743,43.470856,22.458698,10.325612,20.059855,4.220737,9.056733,35.463165
05/05/2000,3.50704,5.51198,58.5,32.418598,9.884595,18.11105,30.775764,15.769714,15.230668,2.90024,7.432447,35.87957,70.398827,15.734375,36.500034,11.16613,21.45097,24.516245,43.171913,22.956089,10.664164,20.366583,4.402835,9.536287,35.680473
08/05/2000,3.414036,5.572552,56.015625,33.620811,9.852964,17.799269,30.239264,16.604578,14.852261,2.908495,7.628555,36.04784,71.708862,15.96875,33.021126,10.838682,21.52611,24.693007,45.178928,23.223904,10.772133,20.243895,4.435353,9.385571,36.41927
09/05/2000,3.268717,5.663407,56.25,32.722603,9.615733,17.799269,31.019632,16.372671,15.136065,2.963528,7.589334,35.332775,71.218849,16.40625,30.511747,11.002403,22.239889,24.321821,45.477856,23.070866,10.894816,19.97806,4.519896,9.166346,36.853859
10/05/2000,3.078832,5.761836,53.3125,31.700031,9.710621,17.374134,30.678226,16.14076,15.136065,2.86722,7.354006,36.342262,67.298523,16.5,29.599239,10.674955,23.216637,24.304146,44.879997,23.989115,10.710783,19.916716,4.461362,8.823806,39.417999
11/05/2000,3.187337,5.701264,54.875,32.833164,9.82133,17.430822,30.970861,16.048004,15.396212,2.952522,7.314786,36.258148,68.237785,17.484375,29.884409,10.707696,22.953663,24.304146,45.862167,24.486502,10.956162,20.693758,4.480875,9.358168,38.939922
12/05/2000,3.336532,5.78455,53.75,33.330627,9.963669,17.855961,31.263502,15.537809,15.46716,3.054332,7.589334,36.342262,68.237785,17.34375,30.454721,10.691324,22.577997,24.003649,47.356743,24.180403,10.821205,21.348099,4.54916,9.330764,39.504902
15/05/2000,3.131147,5.913261,56.0625,34.61578,10.264161,18.252766,32.092651,15.932048,15.443513,3.117621,7.805048,38.024784,68.074432,18.40625,31.196127,10.773189,22.953663,24.304146,49.107533,24.103895,11.152469,21.266306,4.552413,9.234853,39.635292
16/05/2000,3.276467,5.977613,59.0625,33.911022,10.185087,18.762934,35.019024,15.885672,15.136065,3.131379,7.883498,35.963711,71.218849,18.421875,31.937534,10.969657,23.554743,25.470737,47.741051,23.950848,11.115659,21.450346,4.649966,9.12524,40.330666
17/05/2000,3.142773,5.88612,61,33.786636,10.121824,17.997681,32.873005,15.514619,15.136065,3.09836,7.883498,35.16452,70.483795,18.203125,31.3102,10.969657,23.47962,25.212172,47.527546,23.874334,10.88255,21.307203,4.623952,8.988225,39.20068
18/05/2000,3.123397,6.099609,55.375,34.367016,9.82133,18.281101,31.409822,15.398664,14.828612,3.059836,8.040381,34.659744,69.299538,17.796875,30.682844,10.511226,23.216637,24.943577,47.271324,24.189974,10.88255,21.225418,4.682481,9.001926,40.287197
19/05/2000,2.914137,5.924243,52.625,33.372074,10.13764,17.544195,31.556133,15.120376,14.757655,2.944266,7.84427,34.701828,69.544533,17.21875,27.717215,10.412995,22.728258,24.209419,45.136234,24.027361,10.833472,20.468821,4.721503,8.823806,39.678761
22/05/2000,2.788194,6.15298,51.875,32.916061,10.169271,18.196077,32.238956,15.027608,14.970504,2.88373,8.138433,33.902622,71.382202,16.53125,26.861746,10.380247,23.366909,24.119881,46.203785,24.333447,10.833472,20.264345,4.610944,8.549775,39.896049
23/05/2000,2.660313,6.221598,46.6875,33.662277,9.995305,17.855961,30.678226,15.352279,14.757655,2.735141,8.197264,33.481995,70.157097,16.625,24.124247,10.576716,23.517179,24.101971,47.143242,24.142164,10.698517,20.387035,4.701993,9.166346,39.765682
24/05/2000,2.718441,6.183478,48.5625,33.164806,10.042751,18.30945,33.263199,14.865282,14.852261,2.812187,8.530649,31.462992,71.627213,16.171875,24.751593,10.347506,23.291769,25.265892,47.698364,24.945599,10.796666,21.20496,4.688985,9.12524,39.548374
25/05/2000,2.705361,6.130105,45.5,32.418598,9.631549,17.714249,31.800001,15.329091,14.355606,2.779167,8.256098,31.294735,69.585388,16.109375,25.207836,10.347506,22.427719,24.334763,43.812443,24.448233,10.085067,21.286762,4.539406,9.12524,38.244579
26/05/2000,2.677751,6.206349,46.5,32.542953,9.647364,18.139395,32.775463,14.934835,14.450206,2.614069,8.23649,31.547117,69.871231,17.078125,25.435961,10.151031,22.690693,24.066168,45.050823,25.098646,10.023722,21.123171,4.454862,8.878613,37.549248
30/05/2000,2.714565,6.267348,51.75,33.579372,9.69481,18.479504,35.26289,15.468241,14.63941,2.770913,8.27571,31.799479,72.484749,18,29.257055,10.543973,21.976919,24.388485,44.111374,25.098646,10.183223,20.857342,4.513392,9.248554,37.114635
31/05/2000,2.604123,6.305469,48.3125,35.818008,9.678994,18.203163,34.336205,16.14076,14.473863,2.779167,8.530649,32.97723,70.116272,17.96875,29.314095,10.298386,21.52611,24.567533,44.965412,24.907343,9.729267,20.530163,4.422344,9.056733,40.069893
01/06/2000,2.763004,6.473207,50.1875,35.735085,10.058561,18.252766,36.579754,16.766916,14.450206,2.878227,8.883637,33.566128,69.25869,17.78125,32.907066,10.805934,21.413404,24.316858,46.331879,24.52475,9.79061,20.284781,4.513392,9.097837,39.635292
02/06/2000,2.869572,6.44271,57.875,37.476227,10.390685,18.366133,37.55521,16.048004,14.828612,2.88373,8.68753,36.089901,71.096344,17.6875,37.013313,11.10064,21.713949,24.155691,47.86916,24.677792,9.815148,20.407482,4.682481,9.28966,41.069469
